ID,Nome,Tipo,Documento,Email,Telefone,Endereco,Status
1410,Sra. Ana Beatriz Peixoto,Fornecedor,37.426.981/0001-43,da-rosaalana@example.net,0500 171 5936,"Avenida Fogaça, 926, São Salvador, 52201-465 Aragão / GO",Ativo
1411,Dr. Otávio da Rosa,Fornecedor,25.830.497/0001-04,otavio23@example.net,+55 41 6609 5426,"Aeroporto Nogueira, 922, Virgínia, 69725-209 Camargo de da Paz / SE",Ativo
1412,Dr. Théo Cavalcanti,Cliente,154.732.968-82,viniciusnovaes@example.com,71 8470 2093,"Loteamento Duarte, 2, Leonina, 34009-959 Albuquerque das Pedras / MT",Inativo
1413,Bernardo Pastor,Fornecedor,97.023.541/0001-77,ccavalcante@example.com,(021) 2474-7938,"Quadra de Pereira, 755, Dom Bosco, 22641-841 Pimenta / MT",Ativo
1414,Aylla Macedo,Cliente,067.139.285-95,qmoreira@example.com,(061) 8117 0722,"Núcleo Cecilia Montenegro, Cenaculo, 12816-950 da Rosa do Campo / CE",Ativo
1415,Dra. Maria Fernanda Abreu,Fornecedor,61.907.385/0001-60,hda-cruz@example.com,+55 (041) 8254 5527,"Área de Jesus, Dom Joaquim, 54675-512 Lima de Moreira / MA",Ativo
1416,Rhavi Novais,Fornecedor,46.327.950/0001-26,vsampaio@example.net,0900-218-1456,"Estação Larissa Albuquerque, Nova America, 90891-079 Vieira / AL",Inativo
1417,Matteo Castro,Fornecedor,74.135.286/0001-59,oborges@example.com,0300 558 3237,"Vale Mendes, 43, Leticia, 88115-680 Sampaio / AL",Ativo
1418,Henrique Cavalcanti,Fornecedor,43.096.578/0001-04,fcamargo@example.org,41 4051-9574,"Avenida Henry Gabriel Viana, 10, Vale Do Jatoba, 92040967 Barros da Mata / MA",Ativo
1419,Mariah da Rocha,Cliente,182.596.407-67,jademoreira@example.net,+55 (021) 3469 8423,"Passarela Fernandes, 7, Urca, 15204-294 Silva / RR",Inativo
1420,Arthur Miguel Caldeira,Cliente,021.586.497-20,joao-miguelteixeira@example.org,+55 21 8508 8197,"Via Barros, 97, Inconfidência, 20938160 Ferreira de Viana / RN",Ativo
1421,Yan Sousa,Fornecedor,39.172.045/0001-89,mateuscardoso@example.com,+55 61 2606 1392,"Trecho de Almeida, 71, Nova Suíça, 73483070 Costela / SP",Ativo
1422,Luan Mendonça,Fornecedor,85.347.092/0001-33,mariaharaujo@example.org,+55 21 0359-5664,"Travessa Barros, 95, Aeroporto, 66607185 da Mota / RN",Inativo
1423,Nicole Rodrigues,Cliente,870.326.914-04,maria-juliaaraujo@example.com,0900-763-6190,"Viaduto Gomes, 55, Piraja, 49811-530 Lima do Amparo / ES",Inativo
1424,Sra. Juliana Cardoso,Fornecedor,32.015.849/0001-25,vbarbosa@example.net,0500 607 6499,"Núcleo Dom Cavalcante, 29, Betânia, 15390-414 Viana / PI",Inativo
1425,Ravy Pacheco,Fornecedor,06.914.732/0001-73,bentoleao@example.com,+55 71 9503 1547,"Ladeira de Correia, 683, Novo Glória, 74894-279 Teixeira do Sul / RO",Inativo
1426,Maria Luiza Viana,Cliente,07.958.243/0001-86,email_invalid,ABC123,"Morro Heloísa Albuquerque, 30, Campo Alegre, 69624674 da Cruz / RS",
1427,Sr. Anthony Rios,Fornecedor,72.690.143/0001-83,igorlima@example.net,+55 81 3142-3733,"Campo Nunes, Vista Do Sol, 12580-813 Nunes Grande / DF",Inativo
1428,Mariana Sales,Fornecedor,87.296.135/0001-24,rebecaviana@example.net,0500 456 3441,"Aeroporto Sarah Nascimento, Boa União 1ª Seção, 20470-059 Brito / MG",Ativo
1429,Camila Monteiro,Fornecedor,57.139.246/0001-66,paulo75@example.com,(011) 4324-8476,"Viela de Leão, 61, Paquetá, 21579-753 Nascimento do Amparo / RR",Ativo
1430,Enzo Gabriel da Paz,Fornecedor,29.354.081/0001-00,juliaviana@example.com,+55 (011) 6646-2597,"Estação de Viana, 3, Santa Inês, 32125327 da Rosa / AM",Inativo
1431,Gael Siqueira,Fornecedor,19.730.528/0001-44,luanalmeida@example.org,(061) 7194-4913,"Aeroporto de Vieira, 84, Cidade Nova, 46102714 Moreira de Goiás / RO",Ativo
1432,Ágatha Silveira,Fornecedor,78.952.634/0001-31,mmoreira@example.net,0500 078 1523,"Sítio de Cirino, Grotinha, 87868-443 Camargo / DF",Ativo
1433,Luan Guerra,Cliente,745.389.012-88,ana-julia16@example.net,+55 31 1804 5585,"Jardim Maria Vitória Cassiano, 78, Santa Cecilia, 18615-744 da Paz da Serra / MG",Ativo
1434,Yan Moreira,Fornecedor,13.592.670/0001-96,gmachado@example.net,11 3079 0947,"Sítio Dante Sá, 445, Padre Eustáquio, 81766815 Costa Paulista / ES",Inativo
1435,Isabel Costa,Cliente,317.942.806-69,kaiquebarbosa@example.net,(061) 9766 6628,"Trevo de Rocha, 992, Itaipu, 77906773 Cavalcanti Grande / SE",Inativo
1436,Benicio Sá,Cliente,027.316.598-40,borgesmaria-vitoria@example.net,84 3160 2867,"Trevo Mateus Monteiro, Vila Vista Alegre, 31177264 Sousa / RJ",Ativo
1437,Guilherme Cunha,Fornecedor,05.473.698/0001-86,rocharenan@example.com,+55 (071) 2558 6880,"Rodovia Almeida, 86, Alto Dos Pinheiros, 44281275 Silva / MG",Inativo
1438,Dr. Bernardo da Conceição,Fornecedor,52.384.706/0001-06,melissa50@example.org,0300 644 3336,"Distrito Câmara, Boa União 2ª Seção, 70292368 Cassiano de da Cruz / RO",Ativo
1439,Luiz Miguel Casa Grande,Fornecedor,67.932.140/0001-79,mariane23@example.org,+55 (061) 5499-5107,"Praia de Cirino, 77, Araguaia, 99802793 Vasconcelos do Campo / MS",Inativo
1440,Caroline Albuquerque,Fornecedor,20.365.184/0001-09,jsa@example.com,31 0542-1836,"Vale Renan Carvalho, 67, Horto Florestal, 53676-725 Lima / MG",Ativo
1441,Raul Cardoso,Cliente,078.942.613-78,azevedoaurora@example.org,0900 158 7911,"Vila Maria Isis Santos, 56, Acaba Mundo, 10656406 da Rocha / BA",Inativo
1442,Davi Lucas Teixeira,Fornecedor,86.510.274/0001-46,cauapastor@example.org,11 9912-0506,"Sítio de Pastor, 5, Itaipu, 81897965 Freitas da Prata / MS",Inativo
1443,Laís Garcia,Cliente,36.402.819/0001-22,email_invalid,ABC123,"Praça Luiz Henrique Castro, 8, Vila Paraíso, 02479754 Barbosa das Pedras / AL",ativo
1444,Maitê da Costa,Fornecedor,50.238.471/0001-00,ofogaca@example.org,21 5582 2370,"Passarela da Rocha, 88, Pousada Santo Antonio, 71513821 Montenegro / PI",Inativo
1445,Sra. Maria Helena Rocha,Cliente,816.054.973-39,jadeviana@example.org,+55 31 4117-0949,"Loteamento Letícia Vieira, 348, São Vicente, 25627806 Viana Verde / ES",Inativo
1446,Isaque Sousa,Cliente,950.642.781-01,agatha15@example.org,+55 (051) 3160 2500,"Condomínio de Rocha, 186, Alpes, 08353869 da Paz do Amparo / MT",Ativo
1447,Sofia Cunha,Cliente,049.538.176-48,fnovais@example.org,+55 (041) 6992 7680,"Viela de Pereira, 41, São Luiz, 21000406 Cunha / DF",Inativo
1448,Marcos Vinicius Azevedo,Fornecedor,20.513.986/0001-00,cirinovitor-gabriel@example.org,+55 (011) 9606-4422,"Morro João Vitor Azevedo, 74, Boa Esperança, 06481-981 Souza / SE",Inativo
1449,Apollo Barros,Cliente,320.576.948-10,machadolucca@example.net,+55 71 4013-1418,"Avenida de da Luz, 95, Alta Tensão 2ª Seção, 98009304 Ramos do Sul / MA",Inativo
1450,Maria Julia Ramos,Cliente,908.321.576-86,juliada-luz@example.org,+55 71 5027-5429,"Quadra de Aragão, 389, Mariquinhas, 09171181 Rocha / AM",Inativo
1451,Eloá Sales,Fornecedor,01.653.879/0001-33,maria-flor83@example.com,(061) 6183 3890,"Colônia Lara Pereira, 10, Taquaril, 09143070 da Cruz / MS",Ativo
1452,Stella Costela,Fornecedor,96.715.340/0001-78,marcelosampaio@example.net,41 0684 8378,"Parque Jesus, 58, Betânia, 27250719 Cavalcanti Alegre / ES",Inativo
1453,Bruna da Luz,Fornecedor,615.043.972-07,email_invalid,ABC123,"Vale Castro, 87, Conjunto Novo Dom Bosco, 46829235 Leão da Prata / PR",ativo
1454,Dra. Kamilly Siqueira,Cliente,576.328.941-28,eda-costa@example.net,+55 (061) 0726 5925,"Campo Ferreira, 644, João Paulo Ii, 58702-446 da Costa de Guerra / PA",Ativo
1455,Cecília Fogaça,Cliente,96.154.028/0001-52,email_invalid,ABC123,"Lagoa de Aparecida, 70, São Bento, 64181-553 Montenegro do Sul / PR",Desativo
1456,Ágatha Farias,Cliente,189.564.203-51,eabreu@example.com,+55 51 9777 1529,"Favela de Gonçalves, 11, Jardim Guanabara, 98961989 Costa Grande / BA",Inativo
1457,Sra. Sophie das Neves,Cliente,125.790.684-49,luccacavalcanti@example.com,+55 (031) 5032-9856,"Loteamento de Mendes, 27, Acaba Mundo, 76017767 Pastor / MS",Ativo
1458,Maria Laura Lima,Fornecedor,563.489.127-28,email_invalid,ABC123,"Travessa Cirino, 99, Custodinha, 67449729 Barbosa de Silva / CE",ativo
1459,Larissa Cassiano,Fornecedor,25.768.910/0001-40,joao-pedrocirino@example.net,+55 71 8753 7351,"Parque Cassiano, Nova America, 53588033 Mendonça / PR",Ativo
1460,Fernanda Cirino,Fornecedor,70.912.856/0001-19,anthony-gabriel99@example.com,+55 (041) 8362 7482,"Ladeira Murilo Cunha, 4, Belvedere, 80546-848 Rios de Goiás / RO",Inativo
1461,Isaac Rezende,Fornecedor,815.279.463-55,email_invalid,ABC123,"Colônia Ravi Machado, 35, Vila Nova Dos Milionarios, 77490550 Fernandes / AP",Desativo
1462,Dra. Raquel Barbosa,Cliente,081.265.349-15,viniciusvasconcelos@example.org,(031) 6803-3054,"Trecho de Almeida, 459, Madri, 78336-917 da Conceição de Andrade / SC",Ativo
1463,Maria Sophia Rios,Cliente,71.493.052/0001-95,email_invalid,ABC123,"Praia de Fogaça, 78, Europa, 01529-277 Fogaça / MG",
1464,Antonella Novaes,Cliente,374.208.165-90,goncalveskevin@example.com,(071) 4899 0356,"Esplanada de Gomes, 338, Conjunto Minas Caixa, 93575-221 Silveira da Prata / AC",Inativo
1465,Enzo Gabriel Azevedo,Fornecedor,80.491.735/0001-02,alexandrecostela@example.org,+55 (021) 0659-5882,"Rodovia Rezende, 21, Vila Primeiro De Maio, 11041459 Andrade das Pedras / RS",Inativo
1466,Leandro da Mota,Fornecedor,70.684.513/0001-44,costapaulo@example.com,+55 61 2524-4790,"Lagoa Rocha, 51, Itatiaia, 79724-570 Mendonça do Oeste / RS",Inativo
1467,Valentim Cunha,Cliente,504.293.871-05,brendasilveira@example.org,+55 41 4514 6289,"Núcleo de Borges, 293, Vila Engenho Nogueira, 00791-633 Câmara do Galho / PA",Ativo
1468,Luiz Miguel Pires,Cliente,269.307.418-50,iaparecida@example.net,84 5573 9092,"Rua de Aparecida, Flavio De Oliveira, 07133-315 Cardoso do Sul / PR",Ativo
1469,Isaac Azevedo,Cliente,072.149.638-50,estheralves@example.net,0300 599 8107,"Praia de Vieira, Vila Boa Vista, 36289-035 Correia / RN",Ativo
1470,Ravi Cavalcanti,Cliente,47.523.169/0001-90,email_invalid,ABC123,"Rodovia de Vieira, 48, São Tomaz, 16789-832 Câmara Grande / AP",ativo
1471,Catarina Pastor,Cliente,940.652.871-11,bella98@example.net,(081) 2607-3706,"Lago de Rezende, 8, Camponesa 1ª Seção, 73363-126 Rocha / PB",Inativo
1472,Kevin das Neves,Cliente,875.103.429-88,heitorsa@example.org,+55 (031) 0683-6983,"Vereda Evelyn Vieira, 69, Vila Atila De Paiva, 62256-816 Pimenta de Monteiro / RS",Inativo
1473,Maria da Mota,Cliente,792.465.183-73,raquel99@example.net,+55 84 4331 4214,"Vila Mendes, 12, Tiradentes, 87106791 Sousa / PI",Ativo
1474,Ana Júlia Melo,Cliente,03.912.468/0001-40,email_invalid,ABC123,"Rua Alícia Alves, 66, Boa União 1ª Seção, 97624120 Campos de Minas / MS",ativo
1475,Igor Lopes,Cliente,529.634.701-34,nicolasabreu@example.com,+55 21 5509-3702,"Feira Pinto, 77, Vila Independencia 3ª Seção, 08741050 Mendonça / AP",Inativo
1476,Ana Clara Souza,Cliente,361.078.425-35,da-rochaanthony-gabriel@example.org,21 8473 9024,"Colônia Maria Sophia Fernandes, 6, Senhor Dos Passos, 63039458 Vieira das Flores / MA",Inativo
1477,Yasmin Novaes,Cliente,903.247.168-69,joaquim18@example.org,(051) 1284 5185,"Alameda Fernandes, Vila Jardim Leblon, 99480940 Pereira da Serra / RJ",Inativo
1478,Liz Azevedo,Cliente,392.065.871-02,barrosantony@example.com,+55 71 8475-4965,"Praia João Guilherme Lopes, 82, Vila Da Paz, 06117188 Barros de Albuquerque / RN",Inativo
1479,Matheus Cardoso,Cliente,680.754.193-75,melissalima@example.org,+55 11 1536-3478,"Aeroporto de Caldeira, 4, Unidas, 13626180 Lopes / RO",Inativo
1480,Juliana Teixeira,Fornecedor,57.930.216/0001-73,albuquerquekamilly@example.net,+55 (041) 9509 4991,"Travessa de Rodrigues, 2, Lagoa, 64254016 Castro / ES",Inativo
1481,Raquel Porto,Cliente,409.275.386-10,kevinda-cunha@example.org,81 2812-5423,"Colônia Emanuel Albuquerque, 90, Jardim Vitoria, 47652-337 Montenegro / TO",Ativo
1482,Asafe Alves,Cliente,043.597.816-01,cirinorafael@example.com,+55 (031) 2241 1892,"Rua Caio Pacheco, 2, Silveira, 12564-813 Alves / PB",Ativo
1483,Paulo Rodrigues,Fornecedor,14.876.309/0001-54,antonella59@example.net,+55 (084) 8735 2182,"Jardim Sara Sampaio, 5, Caiçara - Adelaide, 28334-243 Pereira da Serra / TO",Ativo
1484,Vitor Hugo da Luz,Cliente,79.240.861/0001-05,email_invalid,ABC123,"Passarela Aragão, Alto Caiçaras, 00154012 Brito / DF",
1485,João Gabriel Ramos,Fornecedor,39.621.087/0001-50,alexiaoliveira@example.net,0300-910-8287,"Avenida Pinto, 78, Varzea Da Palma, 53556784 Nogueira / MG",Ativo
1486,Ana Beatriz Macedo,Cliente,463.021.985-42,luisa05@example.org,+55 81 3982-6593,"Vereda Mendonça, 56, Dom Joaquim, 06335495 da Conceição do Sul / PI",Inativo
1487,Maitê Câmara,Fornecedor,38.467.912/0001-40,lunna87@example.com,0800 917 0667,"Lago Giovanna Azevedo, 1, Itatiaia, 43596265 da Conceição / PI",Ativo
1488,Dr. Matteo Brito,Cliente,472.506.391-61,leonardo67@example.net,+55 31 1081-0861,"Rua Matteo Oliveira, 1, Vila Aeroporto, 17543-261 Caldeira / AP",Ativo
1489,Pedro Henrique Melo,Cliente,643.058.917-00,vfernandes@example.org,+55 61 9473-4572,"Passarela de Vasconcelos, 3, Jaqueline, 92984308 Jesus da Prata / AL",Inativo
1490,Eduardo Silveira,Cliente,236.705.814-80,ribeirobenjamin@example.net,81 7614-1609,"Rua Dante Silveira, 37, Etelvina Carneiro, 02509-256 Rezende / RR",Ativo
1491,Marcela Lopes,Cliente,038.965.147-84,novaesjoao-felipe@example.com,11 1921 2303,"Pátio de Jesus, 77, Goiania, 47280-206 Moura de das Neves / MT",Inativo
1492,Valentim Aragão,Fornecedor,36.827.540/0001-90,joaquim22@example.net,(071) 0667 6052,"Rua Ana Vitória da Luz, 20, Manacas, 33468-785 Silva de Araújo / ES",Inativo
1493,Joana Abreu,Fornecedor,47.185.069/0001-09,ravi-luccamonteiro@example.org,+55 41 4561-7605,"Via Albuquerque, Santa Maria, 78032804 Freitas / AC",Inativo
1494,Vitor da Mota,Cliente,273.468.519-19,joao-lucas83@example.net,+55 31 3799-1603,"Quadra Mendes, Vila São Rafael, 97839302 Rezende do Oeste / PA",Ativo
1495,Léo Martins,Cliente,218.563.704-53,heloisa43@example.net,+55 (071) 1373 4577,"Campo Machado, 8, Santana Do Cafezal, 02307-026 Novais da Serra / RO",Inativo
1496,Antony Rios,Fornecedor,57.130.846/0001-63,henrique83@example.com,0900 264 6176,"Via Pinto, 41, Rio Branco, 37275-396 Ramos / RN",Inativo
1497,Cecília Araújo,Fornecedor,20.739.561/0001-14,pauloaparecida@example.com,+55 41 1932 8450,"Núcleo Clarice Mendonça, 38, Califórnia, 22970-288 Souza / TO",Ativo
1498,Rhavi Macedo,Fornecedor,198.374.620-78,email_invalid,ABC123,"Condomínio da Cruz, 81, Primeiro De Maio, 40141543 Alves Verde / SE",ativo
1499,Aylla Costa,Fornecedor,90.715.438/0001-49,poliveira@example.com,21 4146-6634,"Quadra Carolina Castro, 34, Vila Sumaré, 62837-779 Azevedo / AC",Ativo
1500,Breno Brito,Fornecedor,85.236.947/0001-59,lorenaviana@example.net,51 1286 5127,"Feira Fonseca, 22, Conjunto Taquaril, 16250761 da Luz / PA",Ativo
1501,Isabella Camargo,Cliente,154.826.390-70,arthur-miguelda-paz@example.com,71 7912 6635,"Rodovia Rodrigues, 5, Conjunto Santa Maria, 35370-048 da Mata de Pastor / CE",Ativo
1502,Esther Duarte,Cliente,924.705.136-34,caue42@example.com,+55 51 8044 7917,"Largo Rodrigo Brito, 99, São Jorge 3ª Seção, 84354742 Almeida / RN",Ativo
1503,Sabrina da Luz,Fornecedor,58.147.926/0001-94,giovannapeixoto@example.com,+55 (061) 0613 7648,"Morro Ísis Camargo, 171, Novo Ouro Preto, 14868-343 Pimenta / RJ",Inativo
1504,Isabel Machado,Fornecedor,52.487.610/0001-65,rhavi65@example.net,+55 11 9290-8798,"Morro de Gonçalves, 8, Rio Branco, 20331-953 Andrade / RN",Inativo
1505,Ian Vieira,Cliente,876.045.921-20,da-pazjuan@example.org,+55 (011) 1369 2373,"Vila da Rocha, 25, Estoril, 76648475 Cunha Grande / AC",Ativo
1506,Matteo Leão,Fornecedor,26.847.931/0001-13,benjamim65@example.com,31 3766 9210,"Via Alexia Mendonça, Santa Terezinha, 51965-529 Nogueira / AL",Ativo
1507,Julia Cavalcanti,Fornecedor,85.647.910/0001-13,fogacaisaque@example.org,0900 498 9908,"Lagoa de Machado, 60, Caiçaras, 69040-725 Pacheco / SC",Inativo
1508,Kamilly Brito,Fornecedor,57.069.214/0001-31,anabrito@example.org,0800 448 9215,"Distrito Jade Campos, 93, Vila Jardim Alvorada, 33417-913 Nogueira / SP",Ativo
1509,Srta. Maria Alice Moreira,Cliente,578.012.493-05,larissa23@example.com,(071) 9057 8992,"Lagoa Ian Lopes, 7, Estoril, 76707933 Melo / CE",Ativo
1510,Leandro Correia,Fornecedor,95.364.701/0001-16,caua67@example.com,(031) 4852-4471,"Aeroporto Machado, 17, Savassi, 00781451 Melo de Moraes / ES",Ativo
1511,Maria Isis Farias,Cliente,198.750.643-00,luanada-luz@example.org,(051) 2416 1107,"Colônia Moura, 10, Baleia, 02677957 Mendonça de Guerra / RO",Ativo
1512,Nathan Castro,Fornecedor,65.831.074/0001-15,luiz-fernando08@example.org,+55 (041) 0833 5682,"Vale Lopes, 437, Graça, 36779-909 Farias / RR",Ativo
1513,Vitor Gabriel Casa Grande,Fornecedor,037.651.924-06,email_invalid,ABC123,"Lagoa Caldeira, 18, Vila Nossa Senhora Do Rosário, 15887-576 Marques da Prata / PI",ativo
1514,Davi Miguel Nunes,Fornecedor,61.820.453/0001-59,guilherme44@example.org,+55 61 2136-8735,"Lago de Teixeira, 5, Vila Piratininga Venda Nova, 67550585 Dias de Moraes / RJ",Ativo
1515,Enzo Gabriel Brito,Fornecedor,21.649.583/0001-56,almeidayago@example.com,+55 (071) 7802 2051,"Jardim Ana Liz Costela, 41, Serra Do Curral, 66709056 Martins / MS",Ativo
1516,Lorenzo Costela,Fornecedor,51.068.792/0001-77,fernandomoraes@example.com,11 4482 9839,"Morro de Carvalho, 942, Ipiranga, 20909460 Pimenta Grande / PI",Ativo
1517,Júlia Montenegro,Cliente,279.583.140-60,marcelaoliveira@example.net,+55 81 3848-7647,"Viaduto Augusto Camargo, 439, Marçola, 16079-880 Viana / SC",Inativo
1518,Melina da Rocha,Fornecedor,795.682.401-01,email_invalid,ABC123,"Parque Paulo da Cruz, 37, Beija Flor, 24212775 Marques da Serra / AP",Desativo
1519,José Pedro da Mota,Fornecedor,29.470.831/0001-09,matteo76@example.org,+55 (041) 6437 8689,"Chácara Luiz Fernando Nogueira, 173, Vila Antena Montanhês, 30905-488 Ferreira / BA",Ativo
1520,Josué Novaes,Cliente,253.108.796-68,jose-pedro58@example.com,+55 61 7118 1222,"Trevo Theodoro Aragão, 94, Estoril, 13500-230 Pacheco / MS",Inativo
1521,Caroline Cavalcanti,Cliente,798.615.403-93,maria-aliceazevedo@example.com,+55 81 3715-5374,"Recanto Moraes, 6, Nossa Senhora De Fátima, 64859367 Viana do Norte / BA",Ativo
1522,Olívia Ferreira,Cliente,294.817.356-64,hcarvalho@example.net,0800 097 9288,"Viaduto de da Conceição, 60, Ouro Minas, 48011-465 Camargo / DF",Inativo
1523,Dra. Maya Rios,Cliente,910.324.786-40,heitor72@example.com,84 1893 4841,"Viela Cassiano, 77, Ademar Maldonado, 50133603 Fernandes / AC",Inativo
1524,Rhavi da Rocha,Fornecedor,249.153.068-60,email_invalid,ABC123,"Chácara Pereira, 474, Acaba Mundo, 91915778 Carvalho / GO",ativo
1525,Luiz Gustavo Barros,Cliente,329.456.018-42,maria-luisagarcia@example.org,+55 71 5442 0804,"Praia de Pastor, 28, Solar Do Barreiro, 11355-427 Ramos da Prata / GO",Inativo
1526,Calebe da Rosa,Fornecedor,43.785.920/0001-75,bnogueira@example.com,+55 84 7226-5551,"Núcleo de Almeida, 6, Parque São Pedro, 33219-406 Melo / GO",Inativo
1527,Giovanna da Conceição,Cliente,325.967.140-43,fogacamaria-fernanda@example.org,+55 (081) 9543-7817,"Morro Erick Vasconcelos, 6, São Bento, 72022822 Camargo / PI",Ativo
1528,Francisco Marques,Fornecedor,82.560.413/0001-95,maria-eduardagarcia@example.org,0300-738-2463,"Chácara Barbosa, 78, Juliana, 01361-227 Azevedo do Sul / AP",Inativo
1529,Valentim Vieira,Cliente,874.269.153-28,natalia56@example.org,+55 71 1221-1663,"Alameda Souza, 47, Alto Dos Pinheiros, 91768-146 Porto / RR",Ativo
1530,Vinícius Mendonça,Cliente,920.841.735-23,giovanna84@example.com,31 7178-2562,"Trevo da Paz, 1, Vila Antena Montanhês, 92318845 Albuquerque / CE",Ativo
1531,Evelyn Vasconcelos,Cliente,163.820.954-51,ravyda-rocha@example.com,41 1035 2902,"Aeroporto de Macedo, 28, Conjunto Jardim Filadélfia, 79601697 Caldeira da Serra / RS",Inativo
1532,João Miguel Casa Grande,Cliente,047.683.159-84,sophia38@example.net,11 4760 6540,"Setor Yago Pacheco, Taquaril, 00213289 Leão / PA",Ativo
1533,Liz Jesus,Cliente,47.518.309/0001-31,email_invalid,ABC123,"Esplanada da Rocha, 72, Conjunto Bonsucesso, 55606749 Azevedo / CE",
1534,Maria Helena Andrade,Cliente,319.862.450-98,tcunha@example.org,+55 (051) 5055 8611,"Conjunto Duarte, 395, Vila Barragem Santa Lúcia, 65583-768 Moura Grande / AC",Inativo
1535,Emanuella Cassiano,Fornecedor,30.247.659/0001-08,luiz-henriqueviana@example.com,+55 (084) 6855-1388,"Vila Cassiano, 960, Conjunto São Francisco De Assis, 45311543 Aragão / TO",Ativo
1536,Alice da Conceição,Fornecedor,43.805.926/0001-67,britocamila@example.com,+55 31 9557-4071,"Viela Oliveira, 794, Santa Isabel, 17024723 Albuquerque / MG",Ativo
1537,Antony Peixoto,Cliente,096.518.327-03,camargojoao-pedro@example.org,+55 61 4890 8896,"Alameda Garcia, 71, Corumbiara, 86386-157 Macedo / RR",Inativo
1538,Vinícius Cirino,Cliente,047.593.628-00,henryda-rosa@example.net,+55 (021) 7580 2737,"Trecho Sousa, 81, Pongelupe, 47807116 Mendes / DF",Ativo
1539,Alexandre Lopes,Cliente,521.437.089-04,nicolas35@example.com,+55 (084) 4039 4971,"Loteamento Bryan Jesus, 80, Vila Aeroporto, 79460813 Farias do Galho / AM",Ativo
1540,Maria Flor Pacheco,Cliente,796.083.251-02,davi89@example.com,31 4459 2587,"Aeroporto de Abreu, 9, Horto, 04937891 Siqueira / PI",Ativo
1541,Camila Albuquerque,Fornecedor,93.670.451/0001-17,fernandesyago@example.com,+55 (081) 4897-7575,"Estrada Kevin Mendes, Santa Sofia, 35401-849 da Rosa / PI",Inativo
1542,Sr. Davi Ribeiro,Cliente,271.835.906-40,davi-luizmacedo@example.com,(041) 8252 2197,"Residencial Fernando Moraes, 658, Novo Das Industrias, 87084-636 da Luz da Prata / RR",Ativo
1543,Raquel Vieira,Cliente,095.284.671-30,azevedoandre@example.org,41 5169-7911,"Morro Josué Oliveira, 724, Bernadete, 52245-863 Caldeira do Norte / MG",Ativo
1544,Gael Silveira,Fornecedor,87.269.510/0001-47,raquelsouza@example.org,+55 41 9247-2608,"Condomínio Leonardo da Cruz, 26, Jardim Atlântico, 66443158 Vargas de Mendonça / AP",Ativo
1545,Sr. Levi Sales,Fornecedor,90.643.871/0001-16,gomesjoao-miguel@example.com,+55 (031) 6721 9566,"Loteamento Isaque Aragão, 84, Olaria, 32793-243 da Cruz / DF",Ativo
1546,Dra. Maria Sophia Santos,Cliente,542.780.931-79,dazevedo@example.net,+55 21 8492 9320,"Alameda da Mata, 5, Vila Atila De Paiva, 08881992 Castro / RN",Inativo
1547,Srta. Isabela da Rosa,Cliente,594.087.213-14,yagovasconcelos@example.com,+55 (081) 9233-1518,"Avenida de da Costa, 93, Vila São Geraldo, 34301-279 Aragão de Castro / TO",Ativo
1548,Ana Vitória Lopes,Fornecedor,75.086.291/0001-81,gabrielasiqueira@example.net,+55 (011) 4237 9336,"Vereda Brito, 142, Vitoria, 23449053 Caldeira / MA",Inativo
1549,Dom Pires,Cliente,945.367.102-99,rael72@example.net,0900-762-6987,"Alameda Vasconcelos, 1, Vila Copasa, 90460-210 Silveira / SC",Inativo
1550,Maria Isis Viana,Cliente,752.130.946-43,yviana@example.com,+55 (061) 3147-0032,"Pátio Moreira, Vila Havaí, 24684-674 Andrade da Praia / AP",Ativo
1551,Ryan Fernandes,Fornecedor,26.471.935/0001-40,svasconcelos@example.org,0800 006 9549,"Jardim Alexandre Pereira, Laranjeiras, 26630776 Novais de Oliveira / PE",Inativo
1552,Luiz Henrique Viana,Fornecedor,79.806.512/0001-08,pazevedo@example.com,(084) 0360-2554,"Trevo Maysa Martins, 99, Conjunto Jatoba, 07360-982 Guerra / SC",Ativo
1553,Thales Borges,Fornecedor,62.431.905/0001-73,jadearaujo@example.org,+55 (051) 9858 9736,"Condomínio Lorenzo Andrade, Mirtes, 48598392 Ramos de Barros / RJ",Inativo
1554,Dr. Yuri Cardoso,Cliente,853.764.021-26,pietrada-conceicao@example.com,(011) 2187 7221,"Área de Lopes, 79, Tupi A, 30903-229 Gonçalves / RN",Ativo
1555,Rael da Rosa,Cliente,816.235.079-95,heloisa10@example.com,81 5460 3076,"Trevo Daniela da Paz, 62, Cardoso, 04049-241 Nunes / AM",Ativo
1556,Dr. Otávio Castro,Fornecedor,87.914.036/0001-69,isabelaborges@example.org,+55 (021) 7397-7442,"Rodovia Hadassa Moraes, 32, Urca, 04889-837 Machado / MA",Inativo
1557,Dra. Alícia Farias,Cliente,712.654.893-19,kevin46@example.org,71 2823 6023,"Estrada Ana Julia Rocha, 6, Betânia, 18065-118 Albuquerque / RJ",Ativo
1558,Ana Laura da Rosa,Fornecedor,51.783.069/0001-70,silveiraagatha@example.org,+55 (071) 6892 2098,"Rodovia Davi Luiz Marques, 63, Santa Tereza, 94403781 Cardoso / RJ",Ativo
